10000 40000
1433 3355 62
1433 4083 66
1433 6336 54
1434 2326 33
1434 3144 39
1434 3985 88
1434 4228 26
1434 5564 53
1434 6166 58
1434 9166 58
1435 2141 39
1435 2337 82
1435 3546 59
1435 3549 17
1435 3911 98
1435 5502 91
1435 6654 15
1436 798 19
1436 4703 30
1436 6032 43
1437 482 0
1437 1420 69
1437 3811 52
1437 5965 21
1437 7502 52
1438 309 6
1438 6082 18
1438 7525 30
1438 9337 19
1439 1399 57
1439 2559 99
1439 5661 71
1440 437 36
1440 2317 66
1440 2950 3
1440 4394 68
1440 5778 89
1441 4483 5
1441 5936 67
1441 6441 99
1442 389 68
1442 418 76
1442 1323 17
1442 2666 83
1442 3781 52
1442 4711 28
1443 1500 56
1443 7382 69
1443 8005 51
1444 799 71
1444 3197 15
1445 947 71
1445 1044 69
1445 1916 55
1445 2726 6
1445 4523 43
1445 8228 35
1446 281 1
1446 720 88
1446 784 31
1446 1721 57
1446 2954 97
1446 5018 14
1446 5886 79
1446 6069 68
1446 8150 65
1447 40 18
1447 7487 16
1447 8011 58
1448 3504 11
1448 4307 77
1448 5939 78
1448 8764 36
1448 8956 70
1448 9860 72
1449 1715 88
1449 5389 80
1449 9230 31
1450 1517 61
1450 1961 90
1450 2196 61
1450 3278 97
1450 3553 55
1450 5532 75
1450 5547 60
1450 6255 34
1450 6522 91
1450 6906 19
1450 7717 25
1450 7761 11
1450 8063 46
1450 9916 71
1451 545 51
1451 5428 81
1452 1474 41
1452 2401 44
1452 5275 41
1452 5715 81
1452 7129 37
1453 859 34
1453 3071 26
1453 7298 38
1453 7774 94
1453 8612 72
1454 2357 18
1454 3352 63
1454 3577 63
1454 5195 7
1454 7250 94
1455 8703 36
1456 6 81
1456 2156 40
1457 2410 88
1458 402 80
1458 3102 8
1458 3136 91
1458 3376 94
1458 5062 0
1458 6127 30
1458 6678 2
1459 2853 20
1459 3377 33
1459 9921 50
1460 1273 57
1460 1630 4
1460 2699 60
1460 5289 66
1460 7838 89
1460 9181 55
1461 123 47
1461 1400 22
1461 1944 67
1461 4581 81
1461 9340 5
1461 9811 36
1462 875 30
1462 1992 95
1462 2066 35
1462 7611 77
1462 9241 37
1462 9402 39
1463 6573 77
1463 8596 32
1463 9630 84
1464 1501 80
1464 2589 81
1464 4659 27
1464 5507 14
1464 6853 4
1465 3696 20
1465 5772 14
1465 6138 69
1465 7891 62
1465 9759 69
1466 262 49
1466 443 69
1466 711 72
1466 1803 58
1466 2613 54
1466 3253 43
1466 4662 92
1466 6182 23
1466 6229 59
1466 6275 15
1467 2690 61
1467 3239 82
1467 6238 80
1467 8934 6
1468 105 79
1468 5625 65
1468 7629 43
1468 8912 97
1468 9896 36
1469 475 28
1469 2148 39
1469 4943 63
1469 6645 74
1469 7179 42
1469 7250 11
1469 8685 90
1470 447 14
1470 1443 8
1470 2819 78
1470 6921 82
1470 7451 42
1470 8463 37
1470 9255 60
1471 7986 80
1471 8067 26
1471 9167 33
1471 9723 55
1472 286 67
1472 713 32
1472 1983 85
1472 3016 54
1472 3554 22
1472 7925 89
1473 6797 89
1473 9210 32
1473 9868 19
1474 2186 66
1474 3445 88
1474 8134 72
1475 554 32
1475 6036 87
1475 9220 69
1476 1056 11
1476 3154 35
1477 1203 65
1477 2857 40
1477 6413 85
1477 6854 3
1477 8067 85
1477 9258 40
1478 1273 92
1478 5786 24
1478 6185 97
1478 6941 8
1478 8255 1
1478 9358 62
1478 9636 69
1479 2716 0
1479 6573 6
1480 690 31
1480 1989 17
1480 4405 82
1480 4695 69
1481 494 57
1481 686 51
1481 747 67
1481 9641 30
1482 89 42
1482 912 19
1482 2957 55
1482 5104 53
1482 6092 7
1483 1539 3
1483 6765 26
1483 6979 40
1484 2757 99
1484 3915 28
1484 6150 61
1484 7041 70
1484 9399 84
1485 1122 73
1485 1749 27
1485 2132 68
1485 2920 6
1485 3402 58
1485 4747 78
1485 7097 26
1486 88 65
1486 2506 6
1486 3246 19
1486 4212 55
1486 5996 6
1487 442 17
1487 1552 25
1487 4326 76
1487 4337 99
1487 8071 4
1487 8239 66
1488 634 96
1488 6138 2
1488 9093 68
1489 2836 62
1489 3843 29
1489 7068 97
1490 1208 11
1490 2900 97
1490 3582 90
1490 4977 98
1490 7089 23
1491 1775 73
1491 3316 53
1491 7056 13
1491 8811 14
1492 6336 49
1493 1280 5
1493 1392 33
1493 1493 80
1493 1927 69
1493 2146 21
1493 2215 41
1493 4793 40
1493 8517 57
1493 9698 42
1494 1649 25
1494 4773 96
1494 9387 72
1495 2877 85
1495 3626 99
1495 3740 49
1495 3967 48
1495 6592 45
1495 6811 93
1495 7211 42
1495 8782 82
1496 24 18
1496 7942 72
1497 1093 47
1497 2221 66
1497 2438 53
1497 4278 28
1497 6735 27
1497 9402 36
1498 4320 79
1498 5743 88
1498 6033 80
1498 7447 3
1498 8720 78
1499 5697 53
1499 5698 48
1500 228 8
1500 1564 46
1500 5368 40
1501 154 22
1501 6034 29
1501 6389 7
1501 6639 13
1501 6640 34
1501 8030 8
1502 1815 70
1502 8531 89
1502 9845 67
1503 3155 50
1503 7150 88
1503 9196 1
1504 1098 80
1504 1110 32
1504 1830 13
1504 2559 13
1504 3281 46
1504 3483 66
1504 5383 21
1504 7179 54
1505 1157 2
1505 1719 79
1505 4444 93
1505 7219 15
1506 6179 86
1506 6566 12
1507 1153 74
1507 2783 97
1507 6281 3
1508 1753 97
1508 4771 13
1508 6528 46
1508 6826 4
1508 8135 15
1508 8873 50
1509 1371 38
1509 3026 12
1509 9354 24
1509 9780 63
1510 1558 66
1510 2406 0
1510 3037 9
1510 3106 51
1510 7233 8
1511 1248 92
1511 2125 38
1511 3211 87
1511 4878 75
1511 4992 24
1511 6202 34
1511 8726 55
1511 9074 94
1511 9630 45
1512 293 10
1512 839 95
1512 2673 40
1512 3979 99
1512 5235 41
1512 9191 98
1513 257 15
1513 579 62
1513 6769 90
1514 1442 61
1514 4523 29
1514 5830 13
1514 6453 93
1514 8064 65
1514 9375 28
1514 9624 34
1515 640 94
1515 689 74
1515 974 64
1515 2066 71
1515 9401 75
1516 1368 10
1516 2396 38
1516 3330 4
1516 5340 67
1516 7067 34
1516 8786 34
1516 8797 58
1517 115 37
1517 1780 71
1517 4952 31
1517 8073 74
1517 8638 17
1518 193 5
1518 2096 83
1518 4718 44
1518 4949 16
1518 9857 25
1519 66 62
1519 2449 76
1519 4716 40
1519 5925 27
1519 5968 84
1519 7845 17
1519 8766 61
1520 2792 65
1520 5722 74
1521 1205 26
1521 1556 51
1521 3080 97
1521 3404 21
1521 6282 61
1522 324 81
1522 2066 77
1522 2911 80
1522 4194 81
1522 4465 39
1522 5021 18
1522 7304 29
1523 2597 15
1523 3319 16
1523 6508 34
1524 1922 81
1524 2030 38
1524 2832 52
1524 7550 99
1524 8152 1
1525 523 27
1525 5434 62
1526 2715 92
1526 2857 2
1526 6274 36
1526 7385 23
1527 532 66
1527 4163 68
1527 5117 49
1528 1363 45
1528 1365 65
1528 2302 14
1528 2526 90
1528 3448 88
1528 6164 95
1528 6366 72
1528 6746 54
1528 6881 33
1528 7304 42
1528 8035 21
1528 9812 32
1529 1087 23
1529 2246 25
1529 8632 52
1529 9999 90
1530 390 69
1530 1011 53
1530 2901 60
1530 3668 26
1530 8527 20
1531 1090 35
1531 1428 37
1531 2829 82
1531 3037 81
1531 7019 7
1531 7570 10
1531 7686 5
1531 7861 71
1531 8264 83
1532 4078 25
1532 6517 56
1533 582 94
1533 1031 34
1533 1325 55
1533 3948 67
1533 4985 87
1533 7829 4
1533 8361 15
1533 8725 98
1534 984 72
1534 1831 3
1534 6890 64
1534 9453 44
1535 649 69
1535 1735 77
1535 5740 64
1536 5966 86
1536 6339 14
1536 7519 42
1537 559 61
1537 977 1
1537 1894 4
1537 3436 8
1537 4314 98
1537 6814 63
1537 7707 97
1538 61 29
1538 970 48
1538 1301 18
1538 1869 12
1538 2406 83
1538 3466 58
1538 3799 27
1538 4049 77
1538 4561 89
1539 1013 54
1539 1381 57
1539 5529 20
1539 9299 75
1540 809 25
1540 1492 95
1540 1725 50
1540 1960 23
1540 4121 14
1540 9294 46
1541 1136 85
1541 2755 39
1541 8371 95
1542 1001 7
1542 4804 96
1542 6465 31
1543 626 67
1543 1514 30
1543 1924 23
1543 8581 81
1543 9852 21
1544 609 78
1544 3531 13
1544 6755 54
1545 2471 5
1545 6679 59
1545 7716 58
1545 8894 62
1546 8515 43
1547 1346 26
1547 1865 31
1547 6544 90
1547 7230 39
1547 7276 20
1547 9310 59
1548 498 16
1548 1408 55
1548 3834 78
1549 1368 42
1549 5853 29
1549 8138 53
1549 8226 58
1550 187 31
1550 669 10
1550 2478 48
1550 4353 81
1550 6820 3
1550 6923 29
1550 8908 36
1551 3489 10
1551 5883 78
1551 6138 4
1552 1742 82
1552 7477 66
1552 9045 99
1552 9720 16
1553 2270 15
1553 3071 86
1553 5296 14
1553 9353 30
1554 2281 9
1554 2482 8
1554 3922 3
1554 5568 10
1554 7813 44
1554 9342 53
1555 1970 84
1555 4917 71
1555 9245 25
1555 9929 46
1556 42 40
1556 982 93
1556 2293 48
1556 2798 3
1556 3058 16
1556 8848 62
1557 830 0
1557 973 82
1557 2613 37
1557 5880 87
1557 8259 70
1558 1412 0
1558 3150 69
1558 5780 63
1558 9467 5
1559 1683 71
1559 2621 52
1560 0 77
1560 1652 86
1560 7250 95
1560 8323 97
1560 8359 95
1561 2052 41
1561 2898 77
1561 5739 84
1561 6544 31
1561 7159 13
1561 7790 3
1561 9277 98
1562 711 47
1562 1376 95
1562 2429 16
1562 4456 81
1562 4524 19
1562 4659 74
1562 9354 2
1562 9427 69
1563 93 33
1563 839 65
1563 1322 43
1563 3204 3
1563 4884 34
1563 5833 42
1563 6527 91
1563 6849 9
1563 7604 49
1563 8400 41
1564 5051 68
1564 6614 54
1564 7034 71
1565 1869 29
1565 2495 91
1565 5377 25
1565 6773 35
1565 8757 58
1565 8818 97
1565 9067 21
1566 6882 47
1567 890 79
1567 956 18
1567 3807 15
1567 3814 31
1567 7738 61
1567 8384 85
1567 9894 14
1568 434 49
1568 797 25
1568 4307 12
1568 6231 72
1569 1882 78
1569 4798 11
1569 6667 38
1569 9138 70
1570 6425 3
1570 7133 29
1570 8211 35
1570 9940 14
1571 5060 4
1571 7979 38
1571 8692 33
1571 9108 46
1571 9273 37
1572 1261 83
1572 7567 13
1572 8023 63
1573 2617 90
1573 3067 19
1573 4399 73
1573 5395 37
1573 7839 42
1573 8072 43
1573 9175 74
1575 678 19
1575 1582 75
1575 1897 96
1575 4430 97
1575 4441 42
1575 9337 76
1576 538 33
1576 540 23
1576 763 98
1576 4353 68
1576 5995 98
1577 42 84
1577 722 84
1577 4253 23
1577 5723 7
1577 5751 43
1577 7687 81
1577 9361 17
1578 1579 86
1578 1735 80
1578 2255 85
1578 9537 78
1578 9991 66
1579 899 39
1579 985 36
1579 2628 29
1579 2964 29
1579 6224 28
1579 7481 53
1580 917 34
1580 2214 57
1580 2789 13
1580 4051 62
1580 6204 41
1580 6453 3
1581 2431 76
1581 2544 79
1581 5699 79
1581 6643 91
1581 9620 3
1582 6567 93
1582 7069 39
1582 7911 3
1582 8259 5
1583 579 11
1583 635 53
1583 687 72
1583 1899 9
1583 4420 98
1583 7307 91
1583 7926 21
1583 8495 99
1583 8591 45
1583 9467 75
1584 805 13
1584 1433 0
1584 1851 91
1584 3660 75
1584 4322 18
1584 5842 19
1584 6316 68
1584 8736 38
1584 9631 36
1585 2289 71
1585 3282 85
1585 4041 23
1585 4660 8
1585 5647 29
1585 6833 74
1585 7089 7
1585 8075 66
1586 836 79
1586 1198 54
1586 6326 14
1587 2406 37
1587 4088 97
1587 4212 47
1587 4785 77
1587 5854 52
1587 6102 84
1587 7629 18
1588 2955 45
1588 3520 95
1588 6159 63
1588 6921 4
1588 7898 39
1588 8370 38
1589 881 76
1589 1191 65
1589 1490 0
1589 5687 5
1589 6382 5
1589 8538 19
1590 179 37
1590 7538 50
1590 8130 27
1590 8538 42
1591 2048 36
1591 2749 56
1591 2848 35
1591 3068 8
1591 6654 81
1591 7801 79
1591 8604 97
1591 8629 76
1591 9949 35
1592 2307 10
1592 2398 4
1592 5307 3
1592 6934 83
1592 8197 74
1592 9147 55
1593 634 41
1593 1145 85
1593 2274 74
1593 2783 56
1593 3990 91
1593 5416 25
1593 9040 53
1593 9767 59
1594 968 9
1594 3215 21
1594 3360 54
1594 3481 4
1594 4425 34
1594 6671 7
1594 7293 92
1594 8057 61
1594 8256 27
1594 9033 22
1594 9829 43
1595 1016 15
1595 1617 20
1595 2307 19
1595 4052 85
1595 5265 2
1595 6433 7
1595 8286 56
1595 8533 83
1596 1107 31
1596 2728 51
1596 2882 82
1596 3539 77
1596 3781 80
1596 8560 2
1597 549 78
1597 2383 73
1597 2862 23
1597 3261 63
1597 4918 72
1597 9061 84
1598 1736 32
1598 4237 89
1598 7500 17
1598 7699 34
1598 7762 21
1598 9302 6
1599 1837 92
1599 5902 49
1599 9951 60
1600 3902 82
1600 8452 31
1601 2136 48
1601 2552 89
1601 2805 33
1601 5557 55
1601 7189 32
1601 9409 90
1602 280 64
1602 4362 37
1602 4766 80
1602 7500 36
1602 8092 92
1602 8134 53
1603 224 90
1603 3941 99
1604 1972 88
1604 2719 59
1604 4489 31
1604 5154 22
1604 6802 87
1604 7016 95
1604 8008 14
1604 8585 83
1605 4964 27
1605 5532 0
1605 7131 94
1605 9748 91
1606 835 11
1606 2415 26
1606 3878 36
1606 6134 80
1606 9044 74
1606 9522 46
1607 998 67
1607 2385 16
1608 2742 34
1608 4157 64
1608 5624 72
1608 5723 95
1608 9213 77
1609 373 18
1609 598 62
1609 7137 48
1609 7355 20
1609 7690 90
1610 990 23
1610 2099 11
1610 5879 99
1611 1932 14
1611 2666 72
1611 4197 76
1611 5407 41
1611 7215 28
1611 8995 61
1611 9051 72
1612 542 64
1612 989 61
1612 4976 86
1612 6104 29
1612 6465 57
1612 9672 26
1612 9936 60
1613 2670 59
1613 5193 0
1613 6586 36
1613 7315 57
1614 3130 51
1614 7700 37
1615 1222 59
1615 2609 64
1615 5435 24
1615 5584 22
1615 6619 23
1615 7247 59
1615 8739 51
1616 1219 36
1616 1674 4
1616 1949 36
1616 5344 73
1616 5398 5
1616 5401 34
1616 6420 76
1616 6887 78
1617 1626 42
1617 2095 48
1617 3937 31
1617 4015 26
1617 8583 9
1617 9471 30
1618 2342 40
1618 2349 92
1618 5584 39
1618 8610 86
1618 8625 42
1618 8923 3
1619 118 26
1619 6013 74
1619 9106 63
1619 9860 29
1619 9886 54
1620 116 47
1620 1628 29
1620 1927 61
1620 5010 43
1620 7384 9
1620 8056 33
1621 1767 0
1621 3424 52
1621 5815 11
1621 6649 1
1621 8990 76
1622 162 49
1622 198 1
1622 1728 61
1622 3925 2
1622 8013 86
1623 2156 19
1623 7632 43
1623 9132 72
1624 7285 17
1625 1734 94
1625 1989 20
1625 5235 61
1625 5696 12
1625 5879 58
1625 7165 11
1625 7166 78
1625 8357 64
1625 9357 82
1626 2663 91
1626 4999 17
1626 8935 8
1627 1846 5
1627 4862 4
1627 7781 72
1627 7831 41
1628 3285 32
1628 9068 28
1629 1202 97
1629 2650 72
1629 3358 95
1629 3402 71
1629 3464 39
1629 4012 80
1629 6055 23
1630 1932 47
1630 2102 38
1630 2701 92
1630 4141 31
1630 8877 48
1630 9354 19
1631 1336 19
1631 5455 76
1631 7106 59
1631 7169 22
1632 1708 21
1632 5832 0
1632 9933 59
1633 143 26
1633 299 4
1633 1911 27
1633 4967 35
1633 4982 18
1633 8305 8
1633 8826 98
1634 893 53
1634 3378 10
1634 5996 52
1634 7847 69
1634 8761 26
1635 7606 43
1635 8836 34
1635 9325 36
1636 104 71
1636 1152 96
1636 1887 35
1636 3577 95
1636 5192 64
1637 698 16
1637 1161 75
1637 6534 56
1637 8815 39
1638 1902 4
1638 5676 7
1638 9982 58
1639 318 81
1639 1580 97
1639 1722 54
1639 2312 35
1639 2332 8
1640 6050 2
1641 157 83
1641 188 10
1641 335 98
1641 2602 55
1641 3258 47
1642 971 69
1642 3727 93
1642 3780 51
1643 536 52
1643 1916 19
1643 1940 99
1643 6361 99
1643 7534 77
1643 9939 43
1644 60 49
1644 2244 36
1644 5452 32
1644 5890 72
1644 7141 84
1644 8827 34
1645 1617 98
1645 1636 30
1645 2590 5
1645 5024 54
1646 1833 67
1646 7803 98
1647 266 40
1647 1149 31
1647 3653 99
1647 3715 36
1647 4464 46
1647 6569 23
1647 7926 45
1648 4230 40
1648 9466 91
1649 5080 71
1649 6339 13
1650 823 74
1650 1040 68
1650 1570 80
1650 2088 66
1650 2990 85
1650 4277 10
1650 4361 74
1650 4500 8
1650 4605 32
1650 5058 76
1650 8813 41
1650 9369 36
1651 330 55
1651 6547 67
1651 7786 63
1652 999 47
1652 7465 58
1652 7792 75
1652 9175 50
1653 210 96
1653 2366 8
1653 3153 82
1653 3476 99
1653 4201 78
1653 5100 43
1653 6144 98
1653 7349 25
1654 1474 64
1654 8317 5
1654 8512 26
1654 8872 72
1654 9614 34
1655 617 93
1655 1168 19
1655 3435 19
1655 5621 72
1655 7410 59
1656 467 81
1656 1458 99
1656 3114 28
1656 5515 40
1656 8154 35
1656 8832 5
1657 724 6
1657 1733 24
1657 3723 26
1657 4325 52
1657 4370 69
1657 8708 52
1658 964 25
1658 1721 84
1658 5675 67
1658 5718 76
1658 6462 41
1658 6903 33
1658 7122 57
1659 635 22
1659 2762 57
1659 7669 94
1660 517 71
1660 2311 56
1660 6063 63
1660 9451 86
1661 1629 21
1661 2069 22
1661 6965 79
1661 7652 28
1662 628 56
1662 1291 29
1662 1855 77
1662 3284 5
1662 3409 2
1662 4721 64
1662 8224 14
1663 1347 62
1663 3958 90
1663 5012 90
1663 5924 39
1663 9847 12
1664 554 56
1664 2401 24
1664 4578 91
1664 5212 87
1664 5389 91
1664 5411 22
1664 8969 97
1665 4135 99
1665 6308 60
1665 7019 63
1665 8908 40
1665 9145 26
1666 797 66
1666 3568 90
1666 3657 54
1666 6148 20
1667 257 69
1667 1049 17
1667 2565 14
1667 2594 94
1667 6389 65
1667 7717 28
1667 7915 73
1668 1772 44
1668 2028 99
1668 3944 10
1669 929 75
1669 5950 58
1669 6326 63
1669 7967 46
1669 8997 40
1670 1114 89
1670 3525 84
1670 7161 15
1670 7177 46
1672 1245 25
1672 1368 79
1672 2543 55
1672 3439 28
1672 4889 39
1673 1757 31
1673 2386 21
1673 3508 84
1673 3596 78
1673 4537 59
1673 6732 80
1673 9290 7
1674 531 17
1674 1390 94
1674 6545 32
1674 7246 84
1674 7697 56
1675 213 39
1675 2739 85
1675 6513 97
1675 8978 3
1676 922 38
1676 3090 54
1676 3187 50
1676 3979 97
1677 573 6
1677 1002 8
1677 1575 24
1677 3609 0
1677 5382 66
1677 6920 88
1677 9787 5
1678 2460 47
1678 3016 71
1678 8033 8
1678 8491 53
1678 8955 78
1679 1052 46
1679 1456 62
1679 1960 45
1679 2723 55
1679 6005 12
1679 8568 59
1679 8865 25
1680 3116 4
1680 4636 36
1680 4898 9
1680 6337 58
1681 1946 50
1681 5485 9
1681 6074 67
1682 2647 25
1682 2972 70
1682 3601 1
1683 984 89
1683 6966 99
1683 8869 2
1683 8951 74
1683 9988 19
1684 1589 57
1684 2176 61
1684 2499 1
1684 7293 58
1684 9227 22
1684 9868 12
1685 1993 65
1685 1996 62
1685 6115 21
1685 9712 1
1686 1548 89
1686 4106 31
1686 4230 62
1687 6096 7
1687 7048 60
1687 9262 87
1688 426 59
1688 632 3
1688 4397 36
1688 8171 72
1689 544 81
1689 1294 37
1689 1384 78
1689 9949 79
1690 117 54
1690 1822 21
1690 3162 35
1690 9583 17
1691 1246 91
1691 2525 16
1691 6588 38
1691 8270 76
1692 708 69
1692 814 64
1692 1412 94
1692 7324 89
1693 727 36
1694 514 67
1694 928 24
1694 1291 57
1694 2007 88
1694 2658 2
1694 8141 9
1694 9934 93
1695 298 42
1695 3635 77
1695 5201 62
1695 5840 8
1695 6139 68
1695 7311 53
1695 9961 63
1696 317 33
1696 906 67
1696 1430 25
1696 1478 12
1696 4373 61
1696 6633 95
1696 7518 37
1696 7559 71
1697 583 91
1697 1261 35
1697 1584 50
1697 4062 57
1697 7889 58
1698 1181 10
1698 2009 33
1698 8979 11
1699 1300 58
1699 2624 35
1699 2742 93
1700 344 49
1700 7279 14
1700 8286 99
1701 183 54
1702 2558 59
1702 9227 95
1703 8520 60
1704 2280 38
1704 2869 40
1704 3362 68
1705 1694 30
1705 2490 78
1705 5582 90
1706 7249 58
1706 8702 28
1707 1036 92
1707 2315 1
1707 2855 93
1707 3529 66
1707 7304 74
1707 8234 46
1707 8301 60
1708 776 60
1708 1008 36
1708 5784 95
1708 6892 75
1708 7891 21
1708 7912 96
1709 2957 75
1709 5673 82
1709 8057 2
1709 9601 55
1710 1968 8
1710 4232 96
1710 4882 35
1710 7815 64
1711 4537 78
1711 5143 55
1711 5891 94
1711 6249 44
1711 8743 84
1712 1056 73
1712 2685 46
1712 2808 23
1712 3752 52
1712 3868 85
1712 7299 43
1712 7938 29
1713 9884 87
1714 317 56
1714 1320 17
1714 2237 88
1714 3029 84
1714 7598 89
1714 8480 60
1715 16 5
1715 6340 18
1715 7032 41
1715 7100 30
1716 1754 51
1716 3117 90
1716 4597 88
1717 1256 11
1717 1892 98
1717 4510 86
1717 4537 89
1717 4841 6
1717 8048 76
1717 9302 42
1717 9668 29
1718 1513 35
1718 3753 39
1718 5543 27
1718 5545 30
1718 6588 51
1719 1364 1
1719 3807 26
1719 4847 75
1719 6968 81
1720 1170 52
1720 1998 27
1721 1213 4
1721 2228 93
1721 2793 43
1721 3122 63
1721 6916 53
1721 7139 29
1721 7238 1
1721 7618 10
1721 9047 64
1722 364 96
1722 1299 41
1722 1412 88
1722 3185 22
1722 3499 91
1722 4244 79
1722 5105 11
1722 5840 45
1722 9295 8
1722 9644 65
1723 220 57
1723 612 8
1723 1236 51
1723 2872 48
1723 5278 37
1724 189 42
1724 1250 43
1724 2340 81
1724 3922 91
1724 5346 0
1724 7452 29
1725 4788 76
1725 7269 9
1725 8620 74
1725 8763 51
1726 920 12
1726 1834 9
1726 7015 93
1726 7634 7
1726 7778 12
1726 8192 80
1726 8390 91
1727 146 64
1727 1771 13
1727 2848 44
1727 3192 46
1727 7671 32
1727 9389 32
1728 1261 77
1728 1266 0
1728 8995 44
1729 231 96
1729 2530 39
1729 5303 43
1729 8371 41
1729 8548 85
1729 8676 35
1729 9003 59
1730 4381 58
1730 6429 92
1730 6867 63
1730 8553 51
1731 892 27
1731 2132 46
1731 4128 47
1731 7500 48
1731 7707 46
1732 478 61
1733 2738 61
1733 2751 32
1733 3702 10
1733 4693 8
1733 4965 17
1733 6645 26
1734 62 52
1734 3947 65
1734 6253 32
1734 7104 68
1734 8625 97
1735 3399 43
1735 5390 92
1735 8274 42
1735 9156 34
1736 814 36
1736 6890 15
1736 7684 54
1736 8773 63
1737 383 55
1737 2259 9
1737 3009 18
1737 4884 97
1737 5679 40
1737 8913 61
1738 940 41
1738 3795 86
1738 5898 6
1738 8102 4
1738 9801 23
1739 5393 71
1739 5407 27
1740 4533 59
1740 7876 0
1741 957 84
1741 2111 79
1741 4048 74
1741 4563 87
1741 4781 23
1741 6540 81
1741 7060 18
1742 1536 29
1742 1701 64
1742 8060 0
1743 163 24
1743 7163 77
1744 852 40
1744 2256 18
1744 7856 97
1744 8840 82
1744 9766 89
1745 2240 14
1745 4299 75
1745 6175 51
1745 8337 40
1745 9304 26
1746 2341 68
1746 2342 71
1746 2483 58
1746 2518 9
1746 5581 19
1746 8599 69
1747 701 41
1747 1472 12
1747 1651 89
1748 2424 57
1748 2928 13
1748 8105 22
1748 8228 26
1748 9999 84
1749 1174 3
1749 2595 7
1749 4582 33
1749 6733 97
1749 7352 5
1749 8020 0
1749 8542 40
1750 3756 27
1751 965 98
1751 1092 25
1751 1476 58
1751 3587 88
1751 3680 51
1751 8164 20
1751 9487 25
1752 1513 7
1752 8468 26
1753 676 47
1753 2759 49
1753 4704 38
1753 6183 57
1753 8402 39
1754 646 65
1754 6398 46
1754 7272 40
1754 9201 23
1754 9441 53
1755 1331 74
1755 5385 74
1755 5651 29
1755 9024 57
1755 9787 96
1756 1236 4
1756 2601 97
1756 2786 59
1756 5635 68
1757 2241 58
1757 3485 83
1757 3570 20
1757 7805 65
1757 9002 41
1758 280 3
1758 1586 65
1758 6826 67
1758 8809 13
1758 9954 88
1759 972 72
1759 2146 9
1759 3501 74
1759 4394 64
1759 6708 86
1759 6712 34
1760 4190 85
1760 4671 88
1760 5272 70
1760 9067 34
1761 714 83
1761 4784 37
1761 7750 22
1762 1942 91
1762 2230 81
1762 6400 6
1763 1721 41
1763 2668 92
1763 4031 83
1763 4771 92
1763 5020 46
1763 6125 11
1763 8432 35
1763 8485 93
1763 9048 93
1763 9732 55
1764 951 15
1764 2502 45
1764 3684 73
1764 6153 79
1764 6309 19
1764 7775 37
1764 8202 24
1764 8794 4
1765 7065 28
1765 9149 27
1765 9223 15
1766 1017 95
1766 2572 79
1766 2917 73
1766 3190 81
1766 5960 11
1767 5165 78
1767 6194 47
1768 2214 13
1768 3195 98
1769 4106 92
1769 5460 85
1769 5568 2
1769 5710 4
1769 6735 86
1769 8823 81
1770 635 82
1770 4100 57
1770 4519 2
1770 5639 33
1770 7526 68
1770 8309 62
1770 9555 7
1771 631 81
1771 3698 84
1771 3735 98
1771 7221 50
1771 8961 73
1772 4695 75
1772 6410 64
1773 836 15
1773 933 62
1773 1637 42
1773 4131 15
1773 7863 97
1773 8601 7
1774 1222 38
1774 3142 29
1774 3205 19
1774 3707 49
1774 4057 47
1774 5240 57
1774 6122 18
1774 6548 88
1774 9859 98
1775 2234 73
1775 5835 1
1775 7176 89
1776 4736 29
1777 2189 30
1777 6906 44
1778 142 36
1778 1814 71
1778 2807 56
1778 7240 86
1778 7919 55
1778 8688 99
1779 1130 12
1779 3174 6
1779 8284 31
1779 9464 11
1780 807 92
1780 4292 11
1780 7574 65
1780 7782 67
1781 879 48
1781 1267 31
1781 4638 6
1781 6179 62
1781 7041 4
1781 7852 24
1781 9269 31
1782 1640 10
1782 4180 80
1782 6266 77
1782 9946 97
1783 4552 98
1783 8339 68
1784 1124 39
1784 2006 24
1784 3354 45
1784 4804 47
1784 8357 86
1785 82 1
1785 522 45
1785 2116 70
1785 4793 44
1785 6007 1
1785 8666 54
1785 9283 79
1786 393 20
1786 1528 9
1786 3755 34
1786 5639 65
1787 1984 29
1787 2501 91
1787 2637 66
1787 4124 45
1787 8931 69
1787 9286 94
1788 192 55
1788 612 50
1788 748 79
1788 2286 85
1788 4467 80
1789 938 13
1789 2433 8
1789 3917 0
1789 5369 20
1789 5507 94
1789 6527 17
1789 6566 52
1789 8801 29
1790 815 31
1790 1859 7
1790 3468 3
1790 3918 49
1790 5772 94
1790 7013 12
1791 78 40
1791 522 16
1791 997 72
1791 3050 75
1791 3444 38
1791 5984 86
1791 7403 92
1791 8077 32
1791 8119 75
1792 1257 18
1792 2200 43
1792 3719 18
1793 826 36
1793 5364 15
1793 7405 81
1793 9788 46
1794 5041 64
1794 5051 40
1794 6466 98
1794 8300 15
1794 9646 87
1795 2064 39
1795 2211 46
1795 2619 43
1795 6085 33
